-0.134811  5.10003e-07
-0.133456  5.20629e-07
-0.132101  4.23441e-07
-0.130746  4.10391e-07
-0.129391  4.49489e-07
-0.128037  4.23314e-07
-0.126682  4.48605e-07
-0.125327  4.27614e-07
-0.123972  4.04243e-07
-0.122617  4.33519e-07
-0.121262  3.89688e-07
-0.119907  3.29511e-07
-0.118552  3.07881e-07
-0.117198  3.33006e-07
-0.115843  3.32031e-07
-0.114488  3.23712e-07
-0.113133  3.31942e-07
-0.111778  3.12102e-07
-0.110423  2.96497e-07
-0.109068  2.832e-07
-0.107713  2.88715e-07
-0.106358  2.8095e-07
-0.105004  2.77112e-07
-0.103649  2.80678e-07
-0.102294  2.79199e-07
-0.100939  2.73945e-07
-0.099584  2.7644e-07
-0.0982291  2.69479e-07
-0.0968742  2.705e-07
-0.0955194  2.64214e-07
-0.0941645  2.56065e-07
-0.0928096  2.47011e-07
-0.0914547  2.44015e-07
-0.0900998  2.45216e-07
-0.0887449  2.62351e-07
-0.08739  2.61933e-07
-0.0860352  2.52349e-07
-0.0846803  2.46835e-07
-0.0833254  2.39867e-07
-0.0819705  2.32051e-07
-0.0806156  2.21363e-07
-0.0792607  2.01274e-07
-0.0779059  1.75192e-07
-0.076551  1.62887e-07
-0.0751961  1.55837e-07
-0.0738412  1.51757e-07
-0.0724863  1.47582e-07
-0.0711314  1.44775e-07
-0.0697765  1.42163e-07
-0.0684217  1.38834e-07
-0.0670668  1.35194e-07
-0.0657119  1.317e-07
-0.064357  1.28853e-07
-0.0630021  1.26178e-07
-0.0616472  1.20203e-07
-0.0602924  1.08931e-07
-0.0589375  1.01623e-07
-0.0575826  9.44369e-08
-0.0562277  8.92319e-08
-0.0548728  8.95372e-08
-0.0535179  9.01483e-08
-0.0521631  9.05239e-08
-0.0508082  9.08978e-08
-0.0494533  8.83117e-08
-0.0480984  8.43169e-08
-0.0467435  7.96814e-08
-0.0453886  7.37877e-08
-0.0440337  6.63433e-08
-0.0426789  5.49701e-08
-0.041324  3.42489e-08
-0.0399691  2.22618e-08
-0.0386142  1.67077e-08
-0.0372593  1.37907e-08
-0.0359044  1.26949e-08
-0.0345496  1.24351e-08
-0.0331947  1.2849e-08
-0.0318398  1.45385e-08
-0.0304849  1.6192e-08
-0.02913  1.6875e-08
-0.0277751  1.73536e-08
-0.0264202  1.63366e-08
-0.0250654  1.25344e-08
-0.0237105  3.3851e-09
-0.0223556  -9.15592e-09
-0.0210007  -1.41226e-08
-0.0196458  -1.30257e-08
-0.0182909  -9.3868e-09
-0.0169361  -5.45105e-09
-0.0155812  -1.98443e-09
-0.0142263  4.2602e-10
-0.0128714  1.09734e-09
-0.0115165  1.66524e-11
-0.0101616  -8.8579e-10
-0.00880675  -4.14093e-10
-0.00745186  7.18483e-10
-0.00609698  1.75565e-09
-0.0047421  1.81363e-09
-0.00338721  7.62155e-10
-0.00203233  -6.04693e-10
-0.000677442  -7.76688e-10
0.000677442  1.19165e-09
0.00203233  4.93301e-09
0.00338721  9.14216e-09
0.0047421  1.20252e-08
0.00609698  1.34064e-08
0.00745186  1.4114e-08
0.00880675  1.41975e-08
0.0101616  1.37069e-08
0.0115165  1.28659e-08
0.0128714  1.26253e-08
0.0142263  1.4308e-08
0.0155812  1.73178e-08
0.0169361  2.07022e-08
0.0182909  2.40957e-08
0.0196458  2.68099e-08
0.0210007  2.81983e-08
0.0223556  2.87942e-08
0.0237105  2.84841e-08
0.0250654  2.71328e-08
0.0264202  2.51042e-08
0.0277751  2.34034e-08
0.02913  2.23525e-08
0.0304849  2.22961e-08
0.0318398  2.28805e-08
0.0331947  2.3282e-08
0.0345496  2.45052e-08
0.0359044  2.76319e-08
0.0372593  3.24586e-08
0.0386142  3.6774e-08
0.0399691  3.80029e-08
0.041324  3.42682e-08
0.0426789  2.81111e-08
0.0440337  2.54554e-08
0.0453886  2.57923e-08
0.0467435  2.67484e-08
0.0480984  2.83592e-08
0.0494533  2.98763e-08
0.0508082  3.1226e-08
0.0521631  3.1804e-08
0.0535179  3.28815e-08
0.0548728  3.42151e-08
0.0562277  3.30757e-08
0.0575826  3.60506e-08
0.0589375  3.29915e-08
0.0602924  2.31436e-08
0.0616472  9.37622e-09
0.0630021  1.44609e-08
0.064357  1.95145e-08
0.0657119  2.45016e-08
0.0670668  2.86392e-08
0.0684217  3.29652e-08
0.0697765  2.79783e-08
0.0711314  2.56365e-08
0.0724863  2.46008e-08
0.0738412  2.67309e-08
0.0751961  3.07191e-08
0.076551  3.4411e-08
0.0779059  3.74028e-08
0.0792607  4.16731e-08
0.0806156  4.20316e-08
0.0819705  4.27051e-08
0.0833254  4.45252e-08
0.0846803  4.71397e-08
0.0860352  4.47931e-08
0.08739  2.66079e-08
0.0887449  2.2937e-08
0.0900998  2.48894e-08
0.0914547  2.86389e-08
0.0928096  2.83402e-08
0.0941645  2.882e-08
0.0955194  3.45649e-08
0.0968742  8.88351e-09
0.0982291  1.18924e-08
0.099584  1.36852e-08
0.100939  1.88672e-08
0.102294  2.75379e-08
0.103649  2.1506e-08
0.105004  2.75612e-08
0.106358  2.38676e-08
0.107713  2.5426e-08
0.109068  2.97914e-08
0.110423  3.60495e-08
0.111778  2.60668e-08
0.113133  1.65502e-08
0.114488  1.66225e-08
0.115843  2.62378e-08
0.117198  2.03133e-08
0.118552  2.8828e-08
0.119907  3.64903e-08
0.121262  2.65463e-08
0.122617  4.53075e-08
0.123972  3.52913e-08
0.125327  3.82887e-08
0.126682  7.69469e-08
0.128037  9.93881e-08
0.129391  1.29041e-07
0.130746  4.55706e-07
