-0.134811  1.48814e-07
-0.133456  1.41706e-07
-0.132101  1.32835e-07
-0.130746  1.51119e-07
-0.129391  1.38315e-07
-0.128037  1.42734e-07
-0.126682  1.46545e-07
-0.125327  1.41199e-07
-0.123972  1.41477e-07
-0.122617  1.40578e-07
-0.121262  1.34039e-07
-0.119907  1.35349e-07
-0.118552  1.61106e-07
-0.117198  1.62273e-07
-0.115843  1.5368e-07
-0.114488  1.51294e-07
-0.113133  1.53629e-07
-0.111778  1.48297e-07
-0.110423  1.6639e-07
-0.109068  8.43346e-08
-0.107713  8.15302e-08
-0.106358  8.49626e-08
-0.105004  8.2952e-08
-0.103649  8.12542e-08
-0.102294  7.95221e-08
-0.100939  7.90155e-08
-0.099584  7.78953e-08
-0.0982291  7.46168e-08
-0.0968742  7.24991e-08
-0.0955194  7.25946e-08
-0.0941645  7.10749e-08
-0.0928096  6.84803e-08
-0.0914547  6.65602e-08
-0.0900998  6.20753e-08
-0.0887449  5.63289e-08
-0.08739  5.29582e-08
-0.0860352  5.11212e-08
-0.0846803  4.82834e-08
-0.0833254  4.48875e-08
-0.0819705  4.26468e-08
-0.0806156  4.19556e-08
-0.0792607  4.03331e-08
-0.0779059  3.82891e-08
-0.076551  3.72325e-08
-0.0751961  3.55677e-08
-0.0738412  3.36894e-08
-0.0724863  3.35734e-08
-0.0711314  3.65664e-08
-0.0697765  3.66372e-08
-0.0684217  3.58905e-08
-0.0670668  3.63026e-08
-0.0657119  3.76113e-08
-0.064357  3.8147e-08
-0.0630021  3.74995e-08
-0.0616472  3.59996e-08
-0.0602924  3.45581e-08
-0.0589375  3.4343e-08
-0.0575826  3.52818e-08
-0.0562277  3.52649e-08
-0.0548728  3.43057e-08
-0.0535179  3.35713e-08
-0.0521631  3.31817e-08
-0.0508082  3.22622e-08
-0.0494533  3.10958e-08
-0.0480984  3.03501e-08
-0.0467435  2.96831e-08
-0.0453886  2.89109e-08
-0.0440337  2.78609e-08
-0.0426789  2.64385e-08
-0.041324  2.46768e-08
-0.0399691  2.36044e-08
-0.0386142  2.36892e-08
-0.0372593  2.44361e-08
-0.0359044  2.48817e-08
-0.0345496  2.49938e-08
-0.0331947  2.52393e-08
-0.0318398  2.5597e-08
-0.0304849  2.54545e-08
-0.02913  2.48315e-08
-0.0277751  2.38814e-08
-0.0264202  2.27339e-08
-0.0250654  2.17235e-08
-0.0237105  2.08617e-08
-0.0223556  1.97853e-08
-0.0210007  1.82167e-08
-0.0196458  1.64001e-08
-0.0182909  1.48773e-08
-0.0169361  1.35535e-08
-0.0155812  1.20302e-08
-0.0142263  1.02338e-08
-0.0128714  8.51476e-09
-0.0115165  7.01128e-09
-0.0101616  5.57967e-09
-0.00880675  4.09595e-09
-0.00745186  2.76207e-09
