-0.07 2.91402e-09
-0.0685859 1.05455e-08
-0.0671717 1.33671e-08
-0.0657576 1.64923e-08
-0.0643434 1.78159e-08
-0.0629293 1.95419e-08
-0.0615152 2.18802e-08
-0.060101 2.41979e-08
-0.0586869 2.51497e-08
-0.0572727 2.74572e-08
-0.0558586 2.89051e-08
-0.0544444 3.02461e-08
-0.0530303 2.8884e-08
-0.0516162 3.02003e-08
-0.050202 2.90593e-08
-0.0487879 2.92076e-08
-0.0473737 2.85698e-08
-0.0459596 2.88123e-08
-0.0445455 2.84033e-08
-0.0431313 3.06589e-08
-0.0417172 3.41886e-08
-0.040303 3.60989e-08
-0.0388889 3.89169e-08
-0.0374747 3.85272e-08
-0.0360606 3.7489e-08
-0.0346465 3.49073e-08
-0.0332323 3.17586e-08
-0.0318182 3.03371e-08
-0.030404 2.93019e-08
-0.0289899 2.88727e-08
-0.0275758 2.66909e-08
-0.0261616 2.39344e-08
-0.0247475 2.027e-08
-0.0233333 1.54999e-08
-0.0219192 9.76662e-09
-0.0205051 5.89903e-09
-0.0190909 4.34242e-09
-0.0176768 2.19391e-09
-0.0162626 -1.25137e-08
-0.0148485 -1.3584e-08
-0.0134343 -1.61618e-08
-0.0120202 -1.79902e-08
-0.0106061 -1.97784e-08
-0.00919192 -2.16871e-08
-0.00777778 -2.38385e-08
-0.00636364 -2.61695e-08
-0.00494949 -2.95597e-08
-0.00353535 -3.20338e-08
-0.00212121 -3.41018e-08
-0.000707071 -3.77107e-08
0.000707071 -3.97485e-08
0.00212121 -4.20862e-08
0.00353535 -4.43905e-08
0.00494949 -4.53795e-08
0.00636364 -4.56458e-08
0.00777778 -4.67531e-08
0.00919192 -4.76296e-08
0.0106061 -4.67274e-08
0.0120202 -4.45657e-08
0.0134343 -4.38469e-08
0.0148485 -4.15844e-08
0.0162626 -3.90004e-08
0.0176768 -2.79113e-08
0.0190909 -2.16004e-08
0.0205051 -1.99054e-08
0.0219192 -1.82722e-08
0.0233333 -1.73208e-08
0.0247475 -1.64081e-08
0.0261616 -1.60646e-08
0.0275758 -1.44752e-08
0.0289899 -1.26885e-08
0.030404 -1.24496e-08
0.0318182 -1.15488e-08
0.0332323 -1.05668e-08
0.0346465 -7.68669e-09
0.0360606 -6.0947e-09
0.0374747 -7.46146e-09
0.0388889 -7.19211e-09
0.040303 -4.59604e-09
0.0417172 -1.30005e-09
0.0431313 1.18414e-09
0.0445455 1.5233e-09
0.0459596 1.97812e-09
0.0473737 2.44378e-09
0.0487879 3.52719e-09
0.050202 7.14448e-09
0.0516162 1.05417e-08
0.0530303 1.1547e-08
0.0544444 1.19622e-08
0.0558586 1.28068e-08
0.0572727 1.24557e-08
0.0586869 1.09974e-08
0.060101 8.70954e-09
0.0615152 7.37511e-09
0.0629293 5.20633e-09
0.0643434 4.50191e-09
0.0657576 3.65369e-09
0.0671717 3.68347e-09
0.0685859 2.61703e-09
0.07 1.02671e-09
